,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Image ID,Image Source,Image Link,Keywords,R2 Score,Slope,Trending
10,10.0,10.0,0.0,../data/myntra/8c25743b-7ad1-3841-be32-81c0d590d7fc.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068864/2024/5/25/7d3bbd46-9c67-43a3-b420-9e0c10c3bd361716630413432-Taavi-Women-Ethnic-Dresses-821716630413045-1.jpg",floral dress,0.0231913295057704,733.8111563949954,True
11,11.0,11.0,1.0,../data/myntra/8c25743b-7ad1-3841-be32-81c0d590d7fc.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068864/2024/5/25/7d3bbd46-9c67-43a3-b420-9e0c10c3bd361716630413432-Taavi-Women-Ethnic-Dresses-821716630413045-1.jpg",summer dress,0.945287921720057,-4339.297342782802,False
12,12.0,12.0,2.0,../data/myntra/8c25743b-7ad1-3841-be32-81c0d590d7fc.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068864/2024/5/25/7d3bbd46-9c67-43a3-b420-9e0c10c3bd361716630413432-Taavi-Women-Ethnic-Dresses-821716630413045-1.jpg",casual dress,0.8293678681169581,-2082.7711258870886,False
13,13.0,13.0,3.0,../data/myntra/8c25743b-7ad1-3841-be32-81c0d590d7fc.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068864/2024/5/25/7d3bbd46-9c67-43a3-b420-9e0c10c3bd361716630413432-Taavi-Women-Ethnic-Dresses-821716630413045-1.jpg",cotton dress,0.907918427451624,-2931.296220293293,False
14,14.0,14.0,4.0,../data/myntra/8c25743b-7ad1-3841-be32-81c0d590d7fc.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068864/2024/5/25/7d3bbd46-9c67-43a3-b420-9e0c10c3bd361716630413432-Taavi-Women-Ethnic-Dresses-821716630413045-1.jpg",printed dress,0.5627665823847408,-4474.434554389051,False
15,15.0,15.0,0.0,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",floral dress,0.907141352558538,-3567.936905954622,False
16,16.0,16.0,1.0,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",maxi dress,0.8283744491080013,4638.216503514304,True
17,17.0,17.0,2.0,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",summer dress,0.9151441935943638,-4429.680194020368,False
18,18.0,18.0,3.0,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",boho dress,0.9971326440706958,0.0001795864860164,True
19,19.0,19.0,4.0,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",cotton dress,0.9367228395729555,-3394.674533466307,False
20,20.0,20.0,0.0,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",yellow dress,0.7527945645929756,-4147.242982880824,False
21,21.0,21.0,1.0,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",blazer dress,0.8215911565336949,-4250.286342849067,False
22,22.0,22.0,2.0,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",skater dress,0.9970862120023796,0.0001815353935774,True
23,23.0,23.0,3.0,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",long sleeve dress,0.2073161992976364,-2384.910199531149,False
24,24.0,24.0,4.0,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",v neck dress,0.9051039446387644,5004.070119208948,True
25,25.0,25.0,0.0,../data/myntra/f9bfd82d-24a6-3b45-8d7b-551c649a5a64.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29361958/2024/5/6/8c84753b-e227-49df-8236-3e5b49ddf8031714997782527EthnicDresses1.jpg",floral dress,0.918526874590899,-4272.297589911608,False
26,26.0,26.0,1.0,../data/myntra/f9bfd82d-24a6-3b45-8d7b-551c649a5a64.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29361958/2024/5/6/8c84753b-e227-49df-8236-3e5b49ddf8031714997782527EthnicDresses1.jpg",halter dress,0.0358713999778552,-0.0068431748066008,False
27,27.0,27.0,2.0,../data/myntra/f9bfd82d-24a6-3b45-8d7b-551c649a5a64.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29361958/2024/5/6/8c84753b-e227-49df-8236-3e5b49ddf8031714997782527EthnicDresses1.jpg",summer dress,0.9167892314876408,-5488.300214394738,False
28,28.0,28.0,3.0,../data/myntra/f9bfd82d-24a6-3b45-8d7b-551c649a5a64.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29361958/2024/5/6/8c84753b-e227-49df-8236-3e5b49ddf8031714997782527EthnicDresses1.jpg",boho dress,0.9971633114187982,0.0001530364252029,True
29,29.0,29.0,4.0,../data/myntra/f9bfd82d-24a6-3b45-8d7b-551c649a5a64.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29361958/2024/5/6/8c84753b-e227-49df-8236-3e5b49ddf8031714997782527EthnicDresses1.jpg",pink dress,0.7604638977054964,-4930.706362570101,False
30,30.0,30.0,0.0,../data/myntra/41eda924-fe4c-38a9-91f8-fb777f33f917.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283768/2023/3/10/74d549ef-c28a-454f-b036-84279d73ccf81678457562987AASKGreenCrepeFitFlareMidiDress1.jpg",pleated skirt,0.6202421464703756,3525.2591970252724,True
31,31.0,31.0,1.0,../data/myntra/41eda924-fe4c-38a9-91f8-fb777f33f917.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283768/2023/3/10/74d549ef-c28a-454f-b036-84279d73ccf81678457562987AASKGreenCrepeFitFlareMidiDress1.jpg",midi skirt,0.9536437883910328,0.1262951155314461,True
32,32.0,32.0,2.0,../data/myntra/41eda924-fe4c-38a9-91f8-fb777f33f917.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283768/2023/3/10/74d549ef-c28a-454f-b036-84279d73ccf81678457562987AASKGreenCrepeFitFlareMidiDress1.jpg",green skirt,0.4156353550355756,-3058.386955495448,False
33,33.0,33.0,3.0,../data/myntra/41eda924-fe4c-38a9-91f8-fb777f33f917.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283768/2023/3/10/74d549ef-c28a-454f-b036-84279d73ccf81678457562987AASKGreenCrepeFitFlareMidiDress1.jpg",belted skirt,0.0,-1.0,
34,34.0,34.0,4.0,../data/myntra/41eda924-fe4c-38a9-91f8-fb777f33f917.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283768/2023/3/10/74d549ef-c28a-454f-b036-84279d73ccf81678457562987AASKGreenCrepeFitFlareMidiDress1.jpg",casual chic,0.9422913513577358,-4126.188658039742,False
35,35.0,35.0,0.0,../data/myntra/3509752e-22d5-338c-9fb9-96d55dfe1f32.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27974140/2024/3/1/3daacc7a-65d6-456b-93a8-2ce8b9f4ade91709291115983V-neckMiniDress1.jpg",green dress,0.6288213930185405,-3403.5564632261307,False
36,36.0,36.0,1.0,../data/myntra/3509752e-22d5-338c-9fb9-96d55dfe1f32.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27974140/2024/3/1/3daacc7a-65d6-456b-93a8-2ce8b9f4ade91709291115983V-neckMiniDress1.jpg",blazer dress,0.9511297354844302,-4330.777031057317,False
37,37.0,37.0,2.0,../data/myntra/3509752e-22d5-338c-9fb9-96d55dfe1f32.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27974140/2024/3/1/3daacc7a-65d6-456b-93a8-2ce8b9f4ade91709291115983V-neckMiniDress1.jpg",workwear,0.2926240307906231,-2533.6740794625694,False
38,38.0,38.0,3.0,../data/myntra/3509752e-22d5-338c-9fb9-96d55dfe1f32.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27974140/2024/3/1/3daacc7a-65d6-456b-93a8-2ce8b9f4ade91709291115983V-neckMiniDress1.jpg",cocktail dress,0.8929675415870776,-4958.2624093614295,False
39,39.0,39.0,4.0,../data/myntra/3509752e-22d5-338c-9fb9-96d55dfe1f32.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27974140/2024/3/1/3daacc7a-65d6-456b-93a8-2ce8b9f4ade91709291115983V-neckMiniDress1.jpg",long sleeve dress,0.6019341067657992,0.0003722169827823,True
40,40.0,40.0,0.0,../data/myntra/c684fed4-ad40-3a20-b06e-f721ae6609f5.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26833914/2024/1/8/25294673-5f62-4110-98f8-9359b06f87c71704725323714HMRoundNeckSweatshirtDresses1.jpg",blue dress,0.9704145545261644,-523.8731456218404,False
41,41.0,41.0,1.0,../data/myntra/c684fed4-ad40-3a20-b06e-f721ae6609f5.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26833914/2024/1/8/25294673-5f62-4110-98f8-9359b06f87c71704725323714HMRoundNeckSweatshirtDresses1.jpg",sneakers,0.8098448072507398,-4705.104869492131,False
42,42.0,42.0,2.0,../data/myntra/c684fed4-ad40-3a20-b06e-f721ae6609f5.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26833914/2024/1/8/25294673-5f62-4110-98f8-9359b06f87c71704725323714HMRoundNeckSweatshirtDresses1.jpg",casual,0.9839618004982428,-5450.450591415564,False
43,43.0,43.0,3.0,../data/myntra/c684fed4-ad40-3a20-b06e-f721ae6609f5.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26833914/2024/1/8/25294673-5f62-4110-98f8-9359b06f87c71704725323714HMRoundNeckSweatshirtDresses1.jpg",hoodie dress,0.4642849759482959,-2790.7271413518315,False
44,44.0,0.0,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",pleated skirt,0.1623052332691488,2888.4969494432307,True
45,45.0,1.0,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",pink skirt,0.6509341161860208,-0.1604729317719145,False
46,46.0,2.0,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",casual chic,0.9073730404813428,-4225.870938891067,False
47,47.0,3.0,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",belted skirt,0.3636439189042512,-0.0008019049215084,False
48,48.0,4.0,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",summer outfit,0.7297714658773564,-4149.686511802208,False
49,49.0,0.0,,../data/myntra/c556ee63-a4d7-3e2f-bd2a-28fe1204dd1b.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28521952/2024/3/26/dab8a9f7-a941-4642-a39e-898342c6431f1711476451660FLOWERVELLYGeorgetteFormalMidiDress1.jpg",blue dress,0.9782732721933276,-3620.490184471752,False
50,50.0,1.0,,../data/myntra/c556ee63-a4d7-3e2f-bd2a-28fe1204dd1b.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28521952/2024/3/26/dab8a9f7-a941-4642-a39e-898342c6431f1711476451660FLOWERVELLYGeorgetteFormalMidiDress1.jpg",pleated dress,0.998125493073192,0.0024572325009213,True
51,51.0,2.0,,../data/myntra/c556ee63-a4d7-3e2f-bd2a-28fe1204dd1b.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28521952/2024/3/26/dab8a9f7-a941-4642-a39e-898342c6431f1711476451660FLOWERVELLYGeorgetteFormalMidiDress1.jpg",midi dress,0.8221871619469798,0.0087141196954431,True
52,52.0,3.0,,../data/myntra/c556ee63-a4d7-3e2f-bd2a-28fe1204dd1b.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28521952/2024/3/26/dab8a9f7-a941-4642-a39e-898342c6431f1711476451660FLOWERVELLYGeorgetteFormalMidiDress1.jpg",v-neck dress,0.9973913433674376,0.0003371767311659,True
53,53.0,4.0,,../data/myntra/c556ee63-a4d7-3e2f-bd2a-28fe1204dd1b.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28521952/2024/3/26/dab8a9f7-a941-4642-a39e-898342c6431f1711476451660FLOWERVELLYGeorgetteFormalMidiDress1.jpg",chiffon dress,0.2766203397922878,-3574.389115741268,False
54,54.0,0.0,,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",floral dress,0.9216702095208223,-0.1268945027506114,False
55,55.0,1.0,,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",maxi dress,0.7808602547852803,5370.6272679228505,True
56,56.0,2.0,,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",summer dress,0.9555587492703776,-5337.841908391614,False
57,57.0,3.0,,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",boho dress,0.9971509310120028,0.0002062789374922,True
58,58.0,4.0,,../data/myntra/4d7212af-3ab5-3fac-a678-d5f8320957df.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27620368/2024/2/15/fffa1488-ca38-4395-a155-fe14001fdeab1708005325354SangriaFloral-PrintedCottonA-LineDress6.jpg",cotton dress,0.9431527988002484,-1798.6431266687575,False
59,59.0,0.0,,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",yellow dress,0.8421885743230901,-4895.695955230732,False
60,60.0,1.0,,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",blazer dress,0.9489232898060546,-6531.7833150667175,False
61,61.0,2.0,,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",skater dress,0.7777764592375866,-0.3331833413750501,False
62,62.0,3.0,,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",v-neck dress,0.9966687327530152,0.0002383703908218,True
63,63.0,4.0,,../data/myntra/4f45eb85-8b8b-3c95-ad96-e061e549f1db.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24956804/2023/9/14/8e74ca5a-8846-44af-893b-f3a846fe93d11694678152954SASSAFRASYellowMiniDress1.jpg",long sleeve dress,0.5724330851057939,0.0002667211769911,True
64,64.0,0.0,,../data/myntra/8b60e042-8f91-3e04-bb23-7568c8f9cd88.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068848/2024/5/25/17825673-2d18-4ac2-ad6f-39813c3952551716630358926-Taavi-Women-Ethnic-Dresses-8631716630358532-1.jpg",floral dress,0.5262133706746863,3943.598484496332,True
65,65.0,1.0,,../data/myntra/8b60e042-8f91-3e04-bb23-7568c8f9cd88.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068848/2024/5/25/17825673-2d18-4ac2-ad6f-39813c3952551716630358926-Taavi-Women-Ethnic-Dresses-8631716630358532-1.jpg",kaftan,0.4372794166980218,-2882.323050190105,False
66,66.0,2.0,,../data/myntra/8b60e042-8f91-3e04-bb23-7568c8f9cd88.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068848/2024/5/25/17825673-2d18-4ac2-ad6f-39813c3952551716630358926-Taavi-Women-Ethnic-Dresses-8631716630358532-1.jpg",boho dress,0.9972753763778998,0.0001443585193994,True
67,67.0,3.0,,../data/myntra/8b60e042-8f91-3e04-bb23-7568c8f9cd88.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068848/2024/5/25/17825673-2d18-4ac2-ad6f-39813c3952551716630358926-Taavi-Women-Ethnic-Dresses-8631716630358532-1.jpg",flowy dress,0.241920818398497,-2328.884098166741,False
68,68.0,4.0,,../data/myntra/8b60e042-8f91-3e04-bb23-7568c8f9cd88.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27068848/2024/5/25/17825673-2d18-4ac2-ad6f-39813c3952551716630358926-Taavi-Women-Ethnic-Dresses-8631716630358532-1.jpg",printed dress,0.6804874555853553,-5095.156316090738,False
69,0.0,,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",pink skirt,0.4842381667874186,-4008.014029249626,False
70,1.0,,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",pleated skirt,0.2446390069090465,2969.905178998589,True
71,2.0,,,../data/myntra/a881873a-7ac5-380e-8e72-54b8e4efa7c4.png,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22283762/2023/3/10/f4911411-78a7-4191-bebf-0843899d17a41678457596916AASKPinkColourblockedCrepeFitFlareMidiDress1.jpg",midi skirt,0.0235826454138792,-465.80022523218287,False
